STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
MCDLD,FOREST CREEK AND SAND BLUFF WIND FARMS,FCW1,124,7,117,WIND,2/18/21 1:00 PM,2/19/21 3:00 PM,FOREST CREEK WIND FARM LLC (RE),GLASSCOCK
MCDLD,FOREST CREEK AND SAND BLUFF WIND FARMS,SBW1,90,5,85,WIND,2/18/21 1:00 PM,2/19/21 3:00 PM,SAND BLUFF WIND FARM LLC (RE),GLASSCOCK
DOWGEN,DOW,DOW_G81,81,0,81,NG,2/18/21 1:25 PM,2/22/21 10:00 AM,THE DOW CHEMICAL CO (RE),BRAZORIA
HHOLLOW3,HORSE HOLLOW 3,WND_1,241,5,236,WIND,2/18/21 1:36 PM,2/19/21 3:21 PM,HORSE HOLLOW WIND III LLC (RE),NOLAN
WAP,WA PARISH,WAP_G7,577,516,61,COAL,2/18/21 1:39 PM,2/18/21 5:13 PM,NRG TEXAS POWER LLC (RE),FORT BEND
HORSECRK,HORSE CREEK WIND,UNIT2,99,48,51,WIND,2/18/21 1:54 PM,2/18/21 1:55 PM,HORSE CREEK WIND LLC (RE),HASKELL
HORSECRK,HORSE CREEK WIND,UNIT1,131,40,91,WIND,2/18/21 1:55 PM,2/20/21 12:30 AM,HORSE CREEK WIND LLC (RE),HASKELL
HORSECRK,HORSE CREEK WIND,UNIT2,99,48,51,WIND,2/18/21 1:55 PM,2/20/21 12:30 AM,HORSE CREEK WIND LLC (RE),HASKELL
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,140,185,NG,2/18/21 2:00 PM,2/18/21 2:01 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/18/21 2:00 PM,2/18/21 2:01 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,110,215,NG,2/18/21 2:01 PM,2/18/21 4:05 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/18/21 2:01 PM,2/18/21 4:05 PM,BARNEY DAVIS LLC (RE),NUECES
CALAVERS,CALAVERAS,JKS2,785,785,0,COAL,2/18/21 2:16 PM,2/18/21 7:02 PM,CPS ENERGY (RE),BEXAR
,,,,,,,2/18/21 2:30 PM,2/19/21 11:00 AM,,
,,,,,,,2/18/21 2:30 PM,2/19/21 9:57 AM,,
KARAKAW1,KARANKAWA1 WIND FARM,UNIT1,103,98,5,WIND,2/18/21 2:39 PM,2/20/21 11:59 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
CALLAHAN,CALLAHAN Windfarm FPL,WND1,114,5,109,WIND,2/18/21 2:40 PM,2/20/21 12:31 AM,CALLAHAN WIND DIVIDE LLC (RE),TAYLOR
KARAKAW1,KARANKAWA1 WIND FARM,UNIT2,103,94,9,WIND,2/18/21 2:40 PM,2/20/21 11:59 PM,KARANKAWA WIND LLC B (RE),SAN PATRICIO
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,53,48,WIND,2/18/21 2:57 PM,2/22/21 6:00 PM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
RANCHERO,RANCHERO WIND FARM,UNIT1,150,10,140,WIND,2/18/21 3:00 PM,2/19/21 11:00 AM,RANCHERO WIND FARM LLC (RE),CROCKETT
RANCHERO,RANCHERO WIND FARM,UNIT2,150,10,140,WIND,2/18/21 3:00 PM,2/19/21 11:00 AM,RANCHERO WIND FARM LLC (RE),CROCKETT
KMCHI,KIAMICHI ENERGY FACILITY,2CT101,170,0,170,NG,2/18/21 3:09 PM,2/18/21 5:45 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
KMCHI,KIAMICHI ENERGY FACILITY,2ST,310,155,155,NG,2/18/21 3:09 PM,2/18/21 5:45 PM,KIOWA POWER PARTNERS LLC (RE),FANNIN
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT5,71,2,69,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT6,33,1,32,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT7,22,6,16,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT8,20,10,10,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT9,77,0,77,WIND,2/18/21 3:29 PM,2/19/21 12:00 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_W,MAVERICK CREEK WIND WEST,UNIT1,202,12,190,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_W,MAVERICK CREEK WIND WEST,UNIT2,11,0,11,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_W,MAVERICK CREEK WIND WEST,UNIT3,34,8,26,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
MAVCRK_W,MAVERICK CREEK WIND WEST,UNIT4,22,2,20,WIND,2/18/21 3:29 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
NWF,Notrees Windfarm,NWF1,93,26,67,WIND,2/18/21 3:30 PM,2/19/21 8:14 PM,NOTREES WINDPOWER LP (RE),WINKLER
NWF,Notrees Windfarm,NWF2,60,36,24,WIND,2/18/21 3:30 PM,2/19/21 8:14 PM,NOTREES WINDPOWER LP (RE),WINKLER
LV1,LOS VIENTOS WINDPOWER,LV1A,200,131,69,WIND,2/18/21 3:38 PM,2/18/21 7:22 PM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
LV2,LOS VIENTOS 2,LV2,202,144,58,WIND,2/18/21 3:39 PM,2/18/21 7:24 PM,LOS VIENTOS WINDPOWER IB LLC (RE),WILLACY
SENATEWD,SENATE WIND FARM,UNIT1,150,32,118,WIND,2/18/21 3:48 PM,2/20/21 4:00 PM,SENATE WIND LLC (RE),JACK
RTS2,RTS2 WIND PROJECT,U1,90,50,40,WIND,2/18/21 3:56 PM,2/18/21 11:00 PM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
RTS2,RTS2 WIND PROJECT,U2,90,50,40,WIND,2/18/21 3:56 PM,2/18/21 11:00 PM,HEART OF TEXAS WIND LLC (RE),MCCULLOCH
HLSES,HANDLEY SES,UNIT3,395,0,395,NG,2/18/21 3:57 PM,2/18/21 3:58 PM,EXGEN HANDLEY POWER LLC (RE),TARRANT
HLSES,HANDLEY SES,UNIT3,395,0,395,NG,2/18/21 3:58 PM,2/19/21 7:45 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,110,215,NG,2/18/21 4:05 PM,2/18/21 8:24 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG3,165,165,0,NG,2/18/21 4:05 PM,2/18/21 8:24 PM,BARNEY DAVIS LLC (RE),NUECES
AVIATOR,AVIATOR WIND,UNIT1,180,20,160,WIND,2/18/21 4:06 PM,2/19/21 12:46 PM,AVIATOR WIND LLC (RE),COKE
AVIATOR,AVIATOR WIND,UNIT2,146,20,126,WIND,2/18/21 4:06 PM,2/19/21 12:46 PM,AVIATOR WIND LLC (RE),COKE
FLTCK,Flat Creek Switch,SSI,53,25,28,WIND,2/18/21 4:24 PM,2/20/21 3:00 PM,SILVER STAR I POWER PARTNERS LLC (RE),ERATH
H_HOLLOW,HORSE HOLLOW 1,WND1,230,5,225,WIND,2/18/21 4:24 PM,2/19/21 2:50 PM,HORSE HOLLOW WIND I LLC (RE),TAYLOR
TRINITY,TRINITY HILLS WIND FARM,TH1_BUS1,103,103,0,WIND,2/18/21 4:32 PM,2/28/21 6:00 PM,TRINITY HILLS WIND FARM LLC (RE),ARCHER
TRINITY,TRINITY HILLS WIND FARM,TH1_BUS2,95,95,0,WIND,2/18/21 4:32 PM,2/28/21 6:00 PM,TRINITY HILLS WIND FARM LLC (RE),ARCHER
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,38,88,WIND,2/18/21 4:37 PM,2/18/21 7:37 PM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
WHCCS2,WOLF HOLLOW II,STG6,485,398,87,NG,2/18/21 4:44 PM,2/19/21 6:59 AM,WOLF HOLLOW II POWER LLC (RE),HOOD
BUCKTHRN,BUCKTHORN WIND,UNIT2,56,38,18,WIND,2/18/21 4:47 PM,2/19/21 10:35 AM,BUCKTHORN WIND PROJECT LLC (RE),ERATH
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,200,18,NG,2/18/21 4:50 PM,2/18/21 9:20 PM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,175,159,NG,2/18/21 4:50 PM,2/18/21 9:20 PM,PANDA TEMPLE POWER II LLC (RE),BELL
WAP,WA PARISH,WAP_G7,577,555,22,COAL,2/18/21 5:13 PM,2/18/21 5:14 PM,NRG TEXAS POWER LLC (RE),FORT BEND
WAP,WA PARISH,WAP_G7,577,526,51,COAL,2/18/21 5:14 PM,2/18/21 5:33 PM,NRG TEXAS POWER LLC (RE),FORT BEND
FERMI,FERMI Substation,WIND1,122,108,14,WIND,2/18/21 5:30 PM,2/19/21 5:00 PM,ROCKSPRINGS VAL VERDE WIND LLC (RE),VAL VERDE
FERMI,FERMI Substation,WIND2,27,26,1,WIND,2/18/21 5:30 PM,3/1/21 5:30 PM,ROCKSPRINGS VAL VERDE WIND LLC (RE),VAL VERDE
WAP,WA PARISH,WAP_G7,577,555,22,COAL,2/18/21 5:33 PM,2/26/21 11:59 PM,NRG TEXAS POWER LLC (RE),FORT BEND
KEECHI,KEECHI WIND,U1,110,82,28,WIND,2/18/21 5:50 PM,2/19/21 6:00 PM,KEECHI WIND LLC (RE),JACK
BBREEZE,BRUENNINGS BREEZE,UNIT1,120,108,12,WIND,2/18/21 5:52 PM,2/18/21 5:55 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BBREEZE,BRUENNINGS BREEZE,UNIT2,108,99,9,WIND,2/18/21 5:52 PM,2/18/21 5:55 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
,,,,,,,2/18/21 5:55 PM,2/26/21 11:59 PM,,
BBREEZE,BRUENNINGS BREEZE,UNIT1,120,108,12,WIND,2/18/21 5:56 PM,2/19/21 6:00 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
BBREEZE,BRUENNINGS BREEZE,UNIT2,108,99,9,WIND,2/18/21 5:56 PM,2/19/21 6:00 PM,BRUENNINGS BREEZE WIND FARM LLC (RE),WILLACY
TAYGETE,TAYGETE SOLAR,UNIT1,126,95,31,SOLAR,2/18/21 6:00 PM,2/19/21 12:00 PM,TAYGETE ENERGY PROJECT LLC (RE),PECOS
TAYGETE,TAYGETE SOLAR,UNIT2,129,122,7,SOLAR,2/18/21 6:00 PM,2/19/21 12:00 PM,TAYGETE ENERGY PROJECT LLC (RE),PECOS
WAP,WA PARISH,WAP_G1,169,0,169,NG,2/18/21 6:00 PM,2/19/21 7:35 AM,NRG TEXAS POWER LLC (RE),FORT BEND
CAPRIDGE,CAPRICORN RIDGE,CR3,201,0,201,WIND,2/18/21 6:06 PM,2/19/21 9:46 PM,CAP RIDGE WIND III LLC (RE),COKE
CHAMPION,CHAMPION WIND FARM,UNIT1,127,51,76,WIND,2/18/21 6:09 PM,2/20/21 6:30 AM,CHAMPION WIND FARM LLC (RE),NOLAN
BORDAS,JAVELINA WIND ENERGY PROJECT,JAVEL18,20,15,5,WIND,2/18/21 6:30 PM,4/30/21 11:59 PM,JAVELINA WIND ENERGY LLC (RE),WEBB
BORDAS,JAVELINA WIND ENERGY PROJECT,JAVEL20,230,188,42,WIND,2/18/21 6:30 PM,4/30/21 11:59 PM,JAVELINA WIND ENERGY LLC (RE),WEBB
BORDAS2,JAVELINA WIND ENERGY PROJECT 2,JAVEL2_A,96,90,6,WIND,2/18/21 6:30 PM,2/22/21 11:59 PM,JAVELINA WIND ENERGY II LLC (RE),WEBB
BORDAS2,JAVELINA WIND ENERGY PROJECT 2,JAVEL2_C,30,24,6,WIND,2/18/21 6:30 PM,2/22/21 11:59 PM,JAVELINA WIND ENERGY II LLC (RE),WEBB
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,26,94,WIND,2/18/21 7:00 PM,2/18/21 9:34 PM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
QUEEN_SL,QUEEN SOLAR,SOLAR1,103,0,103,SOLAR,2/18/21 7:00 PM,2/19/21 6:00 AM,ROADRUNNER SOLAR PROJECT LLC (RE),UPTON
QUEEN_SL,QUEEN SOLAR,SOLAR2,103,0,103,SOLAR,2/18/21 7:00 PM,2/19/21 6:00 AM,ROADRUNNER SOLAR PROJECT LLC (RE),UPTON
CALAVERS,CALAVERAS,JKS2,785,785,0,COAL,2/18/21 7:03 PM,2/22/21 11:59 PM,CPS ENERGY (RE),BEXAR
CALAVERS,CALAVERAS,JKS1,560,245,315,COAL,2/18/21 7:20 PM,2/18/21 11:00 PM,CPS ENERGY (RE),BEXAR
LV1,LOS VIENTOS WINDPOWER,LV1A,200,150,50,WIND,2/18/21 7:22 PM,2/22/21 11:59 PM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
BAFFIN,BAFFIN WIND PROJECT,UNIT1,100,88,12,WIND,2/18/21 7:23 PM,2/19/21 3:59 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
LV2,LOS VIENTOS 2,LV2,202,175,27,WIND,2/18/21 7:24 PM,2/20/21 6:00 PM,LOS VIENTOS WINDPOWER IB LLC (RE),WILLACY
BAFFIN,BAFFIN WIND PROJECT,UNIT2,102,85,17,WIND,2/18/21 7:26 PM,2/19/21 4:00 PM,AVANGRID TEXAS RENEWABLES LLC (RE),KENEDY
PROSPERO,PROSPERO SOLAR,UNIT1,154,0,154,SOLAR,2/18/21 7:30 PM,2/19/21 5:00 AM,PROSPERO ENERGY PROJECT LLC (RE),ANDREWS
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,38,88,WIND,2/18/21 7:37 PM,2/18/21 7:38 PM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,52,74,WIND,2/18/21 7:38 PM,2/23/21 11:59 PM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
COTTON,PAPALOTE CREEK II,PAP2,200,65,135,WIND,2/18/21 7:39 PM,2/19/21 5:00 PM,PAPALOTE CREEK II LLC (RE),SAN PATRICIO
STWF,South Trent Wind Farm,T1,98,0,98,WIND,2/18/21 8:00 PM,2/20/21 1:47 AM,SOUTH TRENT WIND LLC (RE),NOLAN
MESQCRK,MESQUITE CREEK WIND,WND1,106,15,91,WIND,2/18/21 8:22 PM,2/19/21 2:33 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MESQCRK,MESQUITE CREEK WIND,WND2,106,15,91,WIND,2/18/21 8:22 PM,2/19/21 2:33 PM,MESQUITE CREEK WIND LLC (RE),DAWSON
MIL,MILLER,MILLERG5,115,0,115,NG,2/18/21 8:58 PM,2/20/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,200,18,NG,2/18/21 9:20 PM,2/19/21 9:30 AM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,120,214,NG,2/18/21 9:20 PM,2/19/21 9:30 AM,PANDA TEMPLE POWER II LLC (RE),BELL
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,26,94,WIND,2/18/21 9:34 PM,2/18/21 11:27 PM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
WHCCS,WOLF HOLLOW GEN,STG,269,133,136,NG,2/18/21 10:00 PM,2/18/21 10:31 PM,WOLF HOLLOW I POWER LLC (RE),HOOD
JACKCNTY,JACK COUNTY,CT1,160,0,160,NG,2/18/21 10:05 PM,2/19/21 7:00 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,CT2,160,0,160,NG,2/18/21 10:05 PM,2/19/21 7:00 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
JACKCNTY,JACK COUNTY,STG,293,0,293,NG,2/18/21 10:05 PM,2/19/21 7:00 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JACK
BRAUNIG,BRAUNIG,VHB2,230,0,230,NG,2/18/21 10:31 PM,2/19/21 2:00 PM,CPS ENERGY (RE),BEXAR
WHCCS,WOLF HOLLOW GEN,STG,269,133,136,NG,2/18/21 10:31 PM,2/19/21 4:30 AM,WOLF HOLLOW I POWER LLC (RE),HOOD
CALAVERS,CALAVERAS,JKS1,560,150,410,COAL,2/18/21 11:01 PM,2/19/21 3:59 AM,CPS ENERGY (RE),BEXAR
COLETO,COLETO CREEK,COLETOG1,655,0,655,COAL,2/18/21 11:09 PM,2/19/21 2:56 AM,COLETO CREEK POWER LLC (RE),GOLIAD
,,,,,,,2/18/21 11:48 PM,2/20/21 4:00 PM,,
,,,,,,,2/18/21 11:48 PM,2/20/21 4:00 PM,,
CAPRIDGE,CAPRICORN RIDGE,CR1,232,5,227,WIND,2/18/21 11:59 PM,2/19/21 4:35 PM,CAP RIDGE WIND I LLC (RE),COKE
MIDWIND,MIDWIND SUBSTATION,UNIT1,163,125,38,WIND,2/19/21 12:00 AM,2/20/21 11:59 PM,MIDWAY WIND LLC (RE),SAN PATRICIO
MIL,MILLER,MILLERG2,120,45,75,NG,2/19/21 12:00 AM,2/19/21 6:02 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
TEN,TENASKA (BRAZOS),CT1,177,0,177,NG,2/19/21 12:00 AM,2/20/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
TEN,TENASKA (BRAZOS),STG,106,0,106,NG,2/19/21 12:00 AM,2/20/21 11:59 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),JOHNSON
CAPRIDG4,CAPRICORN RIDGE 4,CR4,122,5,117,WIND,2/19/21 1:49 AM,2/20/21 12:02 AM,CAP RIDGE WIND IV LLC (RE),STERLING
BRAZ_WND,GREEN MOUNTAIN ENERGY WIND FARM AT BRAZOS,WND1,99,0,99,WIND,2/19/21 2:43 AM,2/20/21 4:59 PM,BRAZOS WIND VENTURES LLC (RE),SCURRY
BRAZ_WND,GREEN MOUNTAIN ENERGY WIND FARM AT BRAZOS,WND2,61,0,61,WIND,2/19/21 2:43 AM,2/20/21 4:59 PM,BRAZOS WIND VENTURES LLC (RE),SCURRY
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,84,16,WIND,2/19/21 2:56 AM,2/19/21 4:08 PM,KARANKAWA WIND LLC (RE),SAN PATRICIO
CALAVERS,CALAVERAS,JKS1,560,245,315,COAL,2/19/21 4:00 AM,2/22/21 11:59 PM,CPS ENERGY (RE),BEXAR
,,,,,,,2/19/21 4:21 AM,2/20/21 8:20 AM,,
WHCCS,WOLF HOLLOW GEN,CT2,235,171,64,NG,2/19/21 4:30 AM,2/19/21 8:15 AM,WOLF HOLLOW I POWER LLC (RE),HOOD
WHCCS,WOLF HOLLOW GEN,STG,269,72,197,NG,2/19/21 4:30 AM,2/19/21 8:15 AM,WOLF HOLLOW I POWER LLC (RE),HOOD
GBY,GREENS BAYOU,GBYGT83,65,0,65,NG,2/19/21 4:56 AM,2/19/21 6:51 AM,NRG TEXAS POWER LLC (RE),HARRIS
WIPOPA,WINCHESTER POWER PARK,WPP_G3,46,0,46,NG,2/19/21 5:00 AM,2/19/21 5:54 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
GBY,GREENS BAYOU,GBYGT74,65,0,65,NG,2/19/21 5:20 AM,2/19/21 7:46 AM,NRG TEXAS POWER LLC (RE),HARRIS
GBY,GREENS BAYOU,GBYGT81,65,0,65,NG,2/19/21 5:20 AM,2/19/21 7:31 AM,NRG TEXAS POWER LLC (RE),HARRIS
GBY,GREENS BAYOU,GBYGT82,50,0,50,NG,2/19/21 5:20 AM,2/19/21 8:02 AM,NRG TEXAS POWER LLC (RE),HARRIS
,,,,,,,2/19/21 5:50 AM,2/19/21 9:40 AM,,
,,,,,,,2/19/21 5:50 AM,2/19/21 9:40 AM,,
LEON_CRK,LEON CREEK,LCPCT1,46,36,10,NG,2/19/21 6:38 AM,2/19/21 7:00 AM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,36,10,NG,2/19/21 6:55 AM,2/19/21 7:00 AM,CPS ENERGY (RE),BEXAR
PC_NORTH,PANTHER CREEK NORTH SUBSTATION,PANTHER1,143,8,135,WIND,2/19/21 7:00 AM,2/19/21 9:29 PM,PANTHER CREEK WIND FARM I AND II LLC (RE),HOWARD
PC_SOUTH,PANTHER CREEK 2,PANTHER2,116,6,110,WIND,2/19/21 7:00 AM,2/19/21 9:32 PM,PANTHER CREEK WIND FARM I AND II LLC (RE),STERLING
PC_SOUTH,PANTHER CREEK 2,PANTHER3,200,10,190,WIND,2/19/21 7:00 AM,2/19/21 9:32 PM,PANTHER CREEK WIND FARM THREE LLC (RE),STERLING
WHCCS2,WOLF HOLLOW II,STG6,485,428,57,NG,2/19/21 7:00 AM,2/19/21 12:00 PM,WOLF HOLLOW II POWER LLC (RE),HOOD
WAP,WA PARISH,WAP_G1,169,133,36,NG,2/19/21 7:35 AM,2/28/21 11:59 PM,NRG TEXAS POWER LLC (RE),FORT BEND
WIPOPA,WINCHESTER POWER PARK,WPP_G2,46,0,46,NG,2/19/21 7:43 AM,2/19/21 9:39 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
HLSES,HANDLEY SES,UNIT3,395,0,395,NG,2/19/21 7:45 AM,2/19/21 9:25 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
MIL,MILLER,MILLERG3,208,0,208,NG,2/19/21 7:49 AM,2/19/21 5:53 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
LEON_CRK,LEON CREEK,LCPCT1,46,40,6,NG,2/19/21 8:30 AM,2/19/21 4:07 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,40,6,NG,2/19/21 8:30 AM,2/19/21 4:07 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,40,6,NG,2/19/21 8:30 AM,2/19/21 4:07 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT4,46,40,6,NG,2/19/21 8:30 AM,2/19/21 4:07 PM,CPS ENERGY (RE),BEXAR
BTE,BAYTOWN ENERGY CENTER,BTE_G1,195,90,105,NG,2/19/21 8:40 AM,3/22/21 7:00 AM,CALPINE CORP (RE),CHAMBERS
B_DAVIS,BARNEY DAVIS,B_DAVIG2,325,140,185,NG,2/19/21 8:56 AM,2/24/21 11:59 PM,BARNEY DAVIS LLC (RE),NUECES
B_DAVIS,BARNEY DAVIS,B_DAVIG4,165,0,165,NG,2/19/21 8:56 AM,2/24/21 11:59 PM,BARNEY DAVIS LLC (RE),NUECES
GOPHER,GOPHER CREEK WIND FARM,UNIT1,82,20,62,WIND,2/19/21 9:00 AM,2/19/21 5:00 PM,FLUVANNA WIND ENERGY 2 LLC (RE),BORDEN
GOPHER,GOPHER CREEK WIND FARM,UNIT2,76,20,56,WIND,2/19/21 9:00 AM,2/19/21 5:00 PM,FLUVANNA WIND ENERGY 2 LLC (RE),BORDEN
PANDA_T2,PANDA TEMPLE POWER II,TMPL2CT2,218,200,18,NG,2/19/21 9:30 AM,2/20/21 9:00 AM,PANDA TEMPLE POWER II LLC (RE),BELL
PANDA_T2,PANDA TEMPLE POWER II,TMPL2ST1,334,175,159,NG,2/19/21 9:30 AM,2/20/21 9:00 AM,PANDA TEMPLE POWER II LLC (RE),BELL
,,,,,,,2/19/21 9:57 AM,2/19/21 11:59 PM,,
TXCTY,TEXAS CITY GEN,CTB,102,0,102,NG,2/19/21 10:24 AM,2/19/21 7:39 PM,CALPINE CORP (RE),GALVESTON
TXCTY,TEXAS CITY GEN,ST,131,90,41,NG,2/19/21 10:24 AM,2/19/21 7:39 PM,CALPINE CORP (RE),GALVESTON
RANCHERO,RANCHERO WIND FARM,UNIT1,150,25,125,WIND,2/19/21 11:00 AM,2/19/21 12:09 PM,RANCHERO WIND FARM LLC (RE),CROCKETT
RANCHERO,RANCHERO WIND FARM,UNIT2,150,25,125,WIND,2/19/21 11:00 AM,2/19/21 12:09 PM,RANCHERO WIND FARM LLC (RE),CROCKETT
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G1,48,34,14,WIND,2/19/21 11:16 AM,2/20/21 9:00 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G2,51,42,9,WIND,2/19/21 11:16 AM,2/20/21 9:00 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G3,26,0,26,WIND,2/19/21 11:16 AM,2/19/21 11:17 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
LONEWOLF,LORAINE WINDPARK PROJECT LLC,G4,24,0,24,WIND,2/19/21 11:16 AM,2/19/21 11:17 AM,LORAINE WINDPARK PROJECT LLC (RE),MITCHELL
TNSKA,TENASKA (TXU),GT1,87,87,0,NG,2/19/21 11:30 AM,2/19/21 5:19 PM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),GT2,87,87,0,NG,2/19/21 11:30 AM,2/19/21 5:19 PM,PARIS GENERATION LP (RE),LAMAR
TNSKA,TENASKA (TXU),STG,89,66,23,NG,2/19/21 11:30 AM,2/19/21 5:19 PM,PARIS GENERATION LP (RE),LAMAR
LGD,LANGFORD WIND POWER LLC,LANGFORD,160,5,155,WIND,2/19/21 12:00 PM,2/19/21 4:18 PM,LANGFORD WIND POWER LLC (RE),TOM GREEN
MAVCRK_E,MAVERICK CREEK WIND EAST,UNIT9,77,0,77,WIND,2/19/21 12:00 PM,2/19/21 5:30 PM,MAVERICK CREEK WIND LLC (RE),CONCHO
TAYGETE,TAYGETE SOLAR,UNIT1,126,109,17,SOLAR,2/19/21 12:00 PM,2/21/21 2:00 PM,TAYGETE ENERGY PROJECT LLC (RE),PECOS
SRWE1,STEPHENS RANCH WIND ENERGY PROJECT PHASE 1,UNIT1,211,90,121,WIND,2/19/21 12:16 PM,2/19/21 12:47 PM,STEPHENS RANCH WIND ENERGY LLC (RE),BORDEN
CVC,CHANNELVIEW COGEN,CVC_G5,144,0,144,NG,2/19/21 12:25 PM,2/22/21 12:36 PM,EIF CHANNELVIEW COGENERATION LLC (RE),HARRIS
AVIATOR,AVIATOR WIND,UNIT1,180,120,60,WIND,2/19/21 12:47 PM,2/19/21 2:42 PM,AVIATOR WIND LLC (RE),COKE
