STATION,STATION LONG NAME,UNIT NAME,SEASONAL MAX MW (HSL),AVAILABLE MW AFTER OUTAGE/DERATE,MW REDUCTION FROM OUTAGE/DERATE,FUEL TYPE,START,END,RESOURCE ENTITY,COUNTY
MISAE,CHILDRESS SOLAR PARK,UNIT1,121,30,91,SOLAR,2/15/21 6:34 AM,2/19/21 5:00 PM,CHILDRESS SOLAR PARK LLC (RE),CHILDRESS
MISAE,CHILDRESS SOLAR PARK,UNIT2,119,24,95,SOLAR,2/15/21 6:34 AM,2/19/21 5:00 PM,CHILDRESS SOLAR PARK LLC (RE),CHILDRESS
,,,,,,,2/15/21 6:43 AM,2/15/21 6:51 AM,,
,,,,,,,2/15/21 6:43 AM,2/15/21 6:51 AM,,
THW,TH WHARTON,THWST_4,110,0,110,NG,2/15/21 6:50 AM,2/15/21 8:02 AM,NRG TEXAS POWER LLC (RE),HARRIS
LOSTPI,LOST PINES,LOSTPGT1,183,0,183,NG,2/15/21 7:00 AM,2/23/21 6:00 PM,GEN TEX POWER CORP (RE),BASTROP
LOSTPI,LOST PINES,LOSTPGT2,183,0,183,NG,2/15/21 7:00 AM,2/23/21 6:00 PM,GEN TEX POWER CORP (RE),BASTROP
LOSTPI,LOST PINES,LOSTPST1,192,0,192,NG,2/15/21 7:00 AM,2/23/21 6:00 PM,GEN TEX POWER CORP (RE),BASTROP
QALSW,QUAIL SWITCH,GT2,86,0,86,NG,2/15/21 7:00 AM,2/16/21 9:00 AM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
TOSBATT,TOSBATT,UNIT1,2,0,2,ESR,2/15/21 7:07 AM,2/21/21 11:59 PM,NRG TEXAS POWER LLC (RE),HOWARD
SALTFORK,SALT FORK,UNIT1,64,55,9,WIND,2/15/21 7:11 AM,2/15/21 12:59 PM,SALT FORK WIND LLC (RE),DONLEY
SALTFORK,SALT FORK,UNIT2,110,78,32,WIND,2/15/21 7:11 AM,2/15/21 12:59 PM,SALT FORK WIND LLC (RE),DONLEY
FTR,FRONTIER,FTR_G1,180,0,180,NG,2/15/21 7:29 AM,2/15/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G2,180,0,180,NG,2/15/21 7:29 AM,2/15/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G3,180,0,180,NG,2/15/21 7:29 AM,2/15/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G4,400,0,400,NG,2/15/21 7:29 AM,2/15/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
,,,,,,,2/15/21 7:30 AM,2/26/21 11:59 PM,,
SPLAIN2,SOUTH PLAINS PHASE II WIND PROJECT,WIND21,149,130,19,WIND,2/15/21 7:30 AM,2/15/21 6:00 PM,SOUTH PLAINS WIND ENERGY II LLC (RE),FLOYD
SPLAIN2,SOUTH PLAINS PHASE II WIND PROJECT,WIND22,152,130,22,WIND,2/15/21 7:30 AM,2/15/21 6:00 PM,SOUTH PLAINS WIND ENERGY II LLC (RE),FLOYD
BOSQUESW,BOSQUE SWITCH,BSQSU_3,169,20,149,NG,2/15/21 7:36 AM,2/15/21 9:42 AM,CALPINE CORP (RE),BOSQUE
FORMOSA,FORMOSA,FORMOSG6,32,0,32,NG,2/15/21 7:42 AM,2/15/21 12:30 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
DDPEC,DEER PARK ENERGY CENTER,ST1,290,0,290,NG,2/15/21 7:43 AM,2/15/21 10:34 AM,CALPINE CORP (RE),HARRIS
,,,,,,,2/15/21 7:44 AM,2/25/21 1:00 PM,,
VICTORIA,VICTORIA,VICTORG5,132,0,132,NG,2/15/21 7:52 AM,2/15/21 3:02 PM,VICTORIA WLE LP (RE),VICTORIA
VICTORIA,VICTORIA,VICTORG6,171,0,171,NG,2/15/21 7:52 AM,2/15/21 3:02 PM,VICTORIA WLE LP (RE),VICTORIA
BTE,BAYTOWN ENERGY CENTER,BTE_G1,195,90,105,NG,2/15/21 7:53 AM,2/15/21 7:33 PM,CALPINE CORP (RE),CHAMBERS
BTE,BAYTOWN ENERGY CENTER,BTE_G2,152,0,152,NG,2/15/21 7:53 AM,2/16/21 5:55 AM,CALPINE CORP (RE),CHAMBERS
FREC,Freestone Energy Center,GT4,161,0,161,NG,2/15/21 7:58 AM,2/15/21 12:24 PM,CALPINE CORP (RE),FREESTONE
FREC,Freestone Energy Center,GT5,161,0,161,NG,2/15/21 7:58 AM,2/15/21 7:59 AM,CALPINE CORP (RE),FREESTONE
FREC,Freestone Energy Center,ST6,180,0,180,NG,2/15/21 7:58 AM,2/15/21 12:24 PM,CALPINE CORP (RE),FREESTONE
FREC,Freestone Energy Center,GT5,161,0,161,NG,2/15/21 7:59 AM,2/16/21 3:59 AM,CALPINE CORP (RE),FREESTONE
THW,TH WHARTON,THWST_4,110,82,28,NG,2/15/21 8:02 AM,2/15/21 2:15 PM,NRG TEXAS POWER LLC (RE),HARRIS
AMADEUS1,AMADEUS WIND 1,UNIT1,37,6,31,WIND,2/15/21 8:30 AM,2/15/21 12:00 PM,AMADEUS WIND LLC (RE),FISHER
AMADEUS1,AMADEUS WIND 1,UNIT2,36,0,36,WIND,2/15/21 8:30 AM,2/15/21 5:00 PM,AMADEUS WIND LLC (RE),FISHER
AMADEUS2,AMADEUS WIND 2,UNIT3,178,60,118,WIND,2/15/21 8:30 AM,2/15/21 12:00 PM,AMADEUS WIND LLC (RE),FISHER
MCSES,MOUNTAIN CREEK SES,UNIT6,122,0,122,NG,2/15/21 8:30 AM,2/18/21 11:10 AM,MOUNTAIN CREEK POWER LLC (RE),DALLAS
THW,TH WHARTON,THWST_3,110,0,110,NG,2/15/21 8:32 AM,2/15/21 9:49 AM,NRG TEXAS POWER LLC (RE),HARRIS
TYLRWIND,TYLER BLUFF WIND,UNIT1,126,0,126,WIND,2/15/21 8:32 AM,2/16/21 7:44 PM,TYLER BLUFF WIND PROJECT LLC (RE),COOKE
,,,,,,,2/15/21 8:35 AM,2/20/21 9:30 AM,,
CBY,CEDAR BAYOU PLANT,CBY_G2,749,665,84,NG,2/15/21 8:45 AM,2/16/21 8:58 AM,NRG TEXAS POWER LLC (RE),CHAMBERS
KEECHI,KEECHI WIND,U1,110,30,80,WIND,2/15/21 8:52 AM,2/16/21 5:44 PM,KEECHI WIND LLC (RE),JACK
BRTSW,BARTON CHAPEL WIND FARM,BCW1,120,48,72,WIND,2/15/21 9:21 AM,2/16/21 3:39 PM,AVANGRID TEXAS RENEWABLES LLC (RE),JACK
MDANP,MIDLOTHIAN ANP,CT3,255,0,255,NG,2/15/21 9:45 AM,2/15/21 6:08 PM,MIDLOTHIAN ENERGY LLC (RE),ELLIS
THW,TH WHARTON,THWST_3,110,84,26,NG,2/15/21 9:49 AM,2/15/21 2:15 PM,NRG TEXAS POWER LLC (RE),HARRIS
FTR,FRONTIER,FTR_G1,180,0,180,NG,2/15/21 10:00 AM,2/16/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G2,180,0,180,NG,2/15/21 10:00 AM,2/16/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G3,180,0,180,NG,2/15/21 10:00 AM,2/16/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
FTR,FRONTIER,FTR_G4,400,0,400,NG,2/15/21 10:00 AM,2/16/21 10:00 AM,TENASKA FRONTIER PARTNERS LTD (RE),GRIMES
,,,,,,,2/15/21 10:00 AM,2/16/21 11:59 PM,,
WAP,WA PARISH,WAP_G2,169,113,56,NG,2/15/21 10:04 AM,2/15/21 11:13 AM,NRG TEXAS POWER LLC (RE),FORT BEND
FORMOSA,FORMOSA,FORMOSG11,130,0,130,NG,2/15/21 10:11 AM,2/17/21 10:59 AM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,5,96,WIND,2/15/21 10:21 AM,2/15/21 4:08 PM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
SANDHSYD,SAND HILL ENERGY CTR,SH7,48,0,48,NG,2/15/21 10:29 AM,2/15/21 11:36 AM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
TAYGETE,TAYGETE SOLAR,UNIT1,126,98,28,SOLAR,2/15/21 11:00 AM,2/16/21 2:49 PM,TAYGETE ENERGY PROJECT LLC (RE),PECOS
TAYGETE,TAYGETE SOLAR,UNIT2,129,55,74,SOLAR,2/15/21 11:00 AM,2/16/21 2:49 PM,TAYGETE ENERGY PROJECT LLC (RE),PECOS
SANDHSYD,SAND HILL ENERGY CTR,SH_5A,175,0,175,NG,2/15/21 11:05 AM,2/15/21 11:59 PM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
SANDHSYD,SAND HILL ENERGY CTR,SH_5C,150,0,150,NG,2/15/21 11:05 AM,2/15/21 11:59 PM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
SANDHSYD,SAND HILL ENERGY CTR,SH4,48,0,48,NG,2/15/21 11:05 AM,2/15/21 7:52 PM,CITY OF AUSTIN DBA AUSTIN ENERGY (RE),TRAVIS
,,,,,,,2/15/21 11:10 AM,2/15/21 2:11 PM,,
WAP,WA PARISH,WAP_G2,169,0,169,NG,2/15/21 11:13 AM,2/16/21 7:00 AM,NRG TEXAS POWER LLC (RE),FORT BEND
PHOEBE,PHOEBE SOLAR,UNIT1,125,35,90,SOLAR,2/15/21 11:15 AM,2/15/21 7:51 PM,PHOEBE ENERGY PROJECT LLC (RE),WINKLER
HLSES,HANDLEY SES,UNIT4,435,121,314,NG,2/15/21 11:30 AM,2/17/21 9:00 AM,EXGEN HANDLEY POWER LLC (RE),TARRANT
WAP,WA PARISH,WAP_G5,664,528,136,COAL,2/15/21 11:33 AM,2/15/21 1:36 PM,NRG TEXAS POWER LLC (RE),FORT BEND
GUADG,GUADALUPE GEN,GAS1,167,0,167,NG,2/15/21 11:34 AM,2/15/21 11:35 AM,CALPINE CORP (RE),GUADALUPE
GUADG,GUADALUPE GEN,GAS2,167,0,167,NG,2/15/21 11:34 AM,2/15/21 11:35 AM,CALPINE CORP (RE),GUADALUPE
GUADG,GUADALUPE GEN,STM5,203,100,103,NG,2/15/21 11:34 AM,2/15/21 11:35 AM,CALPINE CORP (RE),GUADALUPE
GUADG,GUADALUPE GEN,GAS1,167,0,167,NG,2/15/21 11:35 AM,2/17/21 10:10 PM,CALPINE CORP (RE),GUADALUPE
GUADG,GUADALUPE GEN,STM5,203,100,103,NG,2/15/21 11:35 AM,2/17/21 10:10 PM,CALPINE CORP (RE),GUADALUPE
REDGATE,REDGATE,AGR_B,56,37,19,NG,2/15/21 11:36 AM,2/15/21 3:35 PM,SOUTH TEXAS ELECTRIC CO OP INC (RE),HIDALGO
,,,,,,,2/15/21 11:39 AM,2/16/21 4:23 PM,,
,,,,,,,2/15/21 11:39 AM,2/16/21 4:23 PM,,
MGSES,MORGAN CREEK SES,CT4,81,0,81,NG,2/15/21 11:45 AM,2/15/21 3:01 PM,LUMINANT GENERATION COMPANY LLC (RE),MITCHELL
,,,,,,,2/15/21 11:46 AM,2/16/21 9:07 PM,,
,,,,,,,2/15/21 11:46 AM,2/16/21 9:07 PM,,
,,,,,,,2/15/21 11:46 AM,2/16/21 9:07 PM,,
,,,,,,,2/15/21 11:46 AM,2/16/21 9:07 PM,,
LARDVFTN,LAREDO ENERGY CENTER,G4,97,90,7,NG,2/15/21 11:52 AM,2/16/21 11:59 PM,LAREDO LLC (RE),WEBB
LARDVFTN,LAREDO ENERGY CENTER,G5,94,90,4,NG,2/15/21 11:52 AM,2/16/21 11:59 PM,LAREDO LLC (RE),WEBB
AMADEUS1,AMADEUS WIND 1,UNIT1,37,6,31,WIND,2/15/21 12:00 PM,2/15/21 5:00 PM,AMADEUS WIND LLC (RE),FISHER
AMADEUS2,AMADEUS WIND 2,UNIT3,178,60,118,WIND,2/15/21 12:00 PM,2/15/21 5:00 PM,AMADEUS WIND LLC (RE),FISHER
SCES,Sandy Creek Energy Station,UNIT1,933,0,933,COAL,2/15/21 12:01 PM,2/16/21 1:32 PM,"LOWER COLORADO RIVER AUTHORITY (RE)
SANDY CREEK ENERGY ASSOCIATES LP (RE)
BRAZOS SANDY CREEK ELECTRIC COOPERATIVE INC (RE)
SANDY CREEK ENERGY ASSOCIATES LP TWO (RE)",MCLENNAN
LEG,LIMESTONE PLANT,LEG_G2,836,642,194,COAL,2/15/21 12:06 PM,2/16/21 3:25 PM,NRG TEXAS POWER LLC (RE),LIMESTONE
FORMOSA,FORMOSA,FORMOSG9,44,0,44,NG,2/15/21 12:16 PM,2/26/21 5:00 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FREC,Freestone Energy Center,ST6,180,75,105,NG,2/15/21 12:24 PM,2/16/21 3:59 AM,CALPINE CORP (RE),FREESTONE
FORMOSA,FORMOSA,FORMOSG3,90,0,90,NG,2/15/21 12:30 PM,3/1/21 5:00 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FORMOSA,FORMOSA,FORMOSG4,90,0,90,NG,2/15/21 12:30 PM,3/1/21 5:00 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FORMOSA,FORMOSA,FORMOSG5,88,0,88,NG,2/15/21 12:30 PM,3/1/21 5:00 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FORMOSA,FORMOSA,FORMOSG6,32,0,32,NG,2/15/21 12:30 PM,2/15/21 12:31 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FORMOSA,FORMOSA,FORMOSG8,38,0,38,NG,2/15/21 12:30 PM,2/15/21 12:31 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
FORMOSA,FORMOSA,FORMOSG6,32,0,32,NG,2/15/21 12:31 PM,2/17/21 11:17 AM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
BRAUNIG,BRAUNIG,AVR1_CT2,169,157,12,NG,2/15/21 12:33 PM,2/15/21 9:33 PM,CPS ENERGY (RE),BEXAR
REROCK,RE ROSEROCK SOLAR PLANT,UNIT1,79,15,64,SOLAR,2/15/21 12:36 PM,2/16/21 2:53 PM,RE ROSEROCK LLC (RE),PECOS
REROCK,RE ROSEROCK SOLAR PLANT,UNIT2,79,15,64,SOLAR,2/15/21 12:36 PM,2/16/21 2:53 PM,RE ROSEROCK LLC (RE),PECOS
MIL,MILLER,MILLERG3,208,115,93,NG,2/15/21 12:38 PM,2/16/21 1:30 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
SSPURTWO,SPINNING SPUR WIND TWO,SS3WIND1,96,0,96,WIND,2/15/21 12:39 PM,2/15/21 7:01 PM,SPINNING SPUR WIND THREE LLC (RE),OLDHAM
SSPURTWO,SPINNING SPUR WIND TWO,SS3WIND2,98,0,98,WIND,2/15/21 12:39 PM,2/15/21 7:01 PM,SPINNING SPUR WIND THREE LLC (RE),OLDHAM
SSPURTWO,SPINNING SPUR WIND TWO,WIND_1,161,0,161,WIND,2/15/21 12:39 PM,2/15/21 7:01 PM,SPINNING SPUR WIND TWO LLC (RE),OLDHAM
BRAUNIG,BRAUNIG,AVR1_ST,190,80,110,NG,2/15/21 12:48 PM,2/15/21 6:55 PM,CPS ENERGY (RE),BEXAR
SALTFORK,SALT FORK,UNIT1,64,64,0,WIND,2/15/21 12:59 PM,2/15/21 5:30 PM,SALT FORK WIND LLC (RE),DONLEY
SALTFORK,SALT FORK,UNIT2,110,110,0,WIND,2/15/21 12:59 PM,2/15/21 5:30 PM,SALT FORK WIND LLC (RE),DONLEY
WAP,WA PARISH,WAP_G3,258,94,164,NG,2/15/21 1:05 PM,2/16/21 1:59 AM,NRG TEXAS POWER LLC (RE),FORT BEND
RAMBLER,RAMBLER SOLAR,UNIT1,200,50,150,SOLAR,2/15/21 1:09 PM,2/16/21 9:42 AM,RE RAMBLER LLC (RE),TOM GREEN
OECCS,ODESSA ECTOR CCS,CT12,189,108,81,NG,2/15/21 1:13 PM,2/19/21 11:00 AM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
OECCS,ODESSA ECTOR CCS,UNIT1,217,67,150,NG,2/15/21 1:13 PM,2/15/21 2:30 PM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
SILASRAY,SILAS RAY POWER PLANT,SILAS_10,46,18,28,NG,2/15/21 1:28 PM,2/16/21 4:20 AM,BROWNSVILLE PUBLIC UTILITIES BOARD SILAS RAY (RE),CAMERON
OECCS,ODESSA ECTOR CCS,CT21,195,145,50,NG,2/15/21 1:29 PM,2/16/21 1:28 PM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
OECCS,ODESSA ECTOR CCS,CT22,189,145,44,NG,2/15/21 1:29 PM,2/19/21 11:00 AM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
OECCS,ODESSA ECTOR CCS,UNIT2,217,112,105,NG,2/15/21 1:29 PM,2/16/21 1:28 PM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
KARAKAW2,KARANKAWA2 WIND FARM,UNIT3,100,10,90,WIND,2/15/21 1:31 PM,2/16/21 8:44 AM,KARANKAWA WIND LLC (RE),SAN PATRICIO
CARBN,CARBON POI,BSP_1,18,0,18,NG,2/15/21 1:32 PM,2/23/21 7:42 AM,TOKAI CARBON CB LTD (RE),HOWARD
SANTACRU,SANTA CRUZ,UNIT1,151,0,151,WIND,2/15/21 1:33 PM,2/15/21 1:45 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
WAP,WA PARISH,WAP_G5,664,584,80,COAL,2/15/21 1:36 PM,2/16/21 12:59 PM,NRG TEXAS POWER LLC (RE),FORT BEND
SANROMAN,SAN ROMAN WIND I,WIND_1,95,50,45,WIND,2/15/21 1:43 PM,2/15/21 7:00 PM,SAN ROMAN WIND I LLC (RE),CAMERON
SANTACRU,SANTA CRUZ,UNIT1,151,0,151,WIND,2/15/21 1:45 PM,2/15/21 1:47 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,0,98,WIND,2/15/21 1:45 PM,2/15/21 2:00 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT1,151,0,151,WIND,2/15/21 1:47 PM,2/15/21 2:00 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
QALSW,QUAIL SWITCH,STG1,98,30,68,NG,2/15/21 1:59 PM,2/15/21 10:00 PM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
QALSW,QUAIL SWITCH,STG2,98,30,68,NG,2/15/21 1:59 PM,2/15/21 3:00 PM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
SANTACRU,SANTA CRUZ,UNIT1,151,12,139,WIND,2/15/21 2:00 PM,2/15/21 5:30 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,9,89,WIND,2/15/21 2:00 PM,2/15/21 5:30 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
WIPOPA,WINCHESTER POWER PARK,WPP_G2,46,43,3,NG,2/15/21 2:00 PM,2/17/21 10:00 AM,LOWER COLORADO RIVER AUTHORITY (RE),FAYETTE
,,,,,,,2/15/21 2:01 PM,2/21/21 11:59 PM,,
DERMOTT,DERMOTT WIND,UNIT1,127,5,122,WIND,2/15/21 2:02 PM,2/16/21 4:22 AM,DERMOTT WIND LLC (RE),SCURRY
DERMOTT,DERMOTT WIND,UNIT2,127,5,122,WIND,2/15/21 2:02 PM,2/16/21 4:22 AM,DERMOTT WIND LLC (RE),SCURRY
FORMOSA,FORMOSA,FORMOSG8,38,0,38,NG,2/15/21 2:02 PM,2/22/21 4:00 PM,FORMOSA UTILITY VENTURE LTD (RE),CALHOUN
,,,,,,,2/15/21 2:11 PM,2/21/21 11:59 PM,,
,,,,,,,2/15/21 2:11 PM,2/21/21 11:59 PM,,
LV1,LOS VIENTOS WINDPOWER,LV1A,200,0,200,WIND,2/15/21 2:14 PM,2/15/21 11:40 PM,LOS VIENTOS WINDPOWER IA LLC (RE),WILLACY
THW,TH WHARTON,THWST_3,110,49,61,NG,2/15/21 2:15 PM,2/16/21 7:14 AM,NRG TEXAS POWER LLC (RE),HARRIS
THW,TH WHARTON,THWST_4,110,51,59,NG,2/15/21 2:15 PM,2/16/21 3:15 PM,NRG TEXAS POWER LLC (RE),HARRIS
OECCS,ODESSA ECTOR CCS,UNIT1,217,67,150,NG,2/15/21 2:30 PM,2/19/21 11:00 AM,LA FRONTERA HOLDINGS LLC (RE),ECTOR
BASTEN,BASTROP ENERGY CENTER,GTG1100,167,25,142,NG,2/15/21 2:34 PM,2/17/21 12:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,GTG2100,167,0,167,NG,2/15/21 2:34 PM,2/17/21 12:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
BASTEN,BASTROP ENERGY CENTER,ST0100,234,0,234,NG,2/15/21 2:34 PM,2/17/21 12:00 PM,BASTROP ENERGY PARTNERS LP (RE),BASTROP
,,,,,,,2/15/21 2:39 PM,2/15/21 2:50 PM,,
,,,,,,,2/15/21 3:00 PM,2/15/21 3:01 PM,,
,,,,,,,2/15/21 3:01 PM,2/24/21 4:00 PM,,
QALSW,QUAIL SWITCH,GT3,81,0,81,NG,2/15/21 3:01 PM,2/16/21 6:44 PM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
QALSW,QUAIL SWITCH,STG2,98,0,98,NG,2/15/21 3:01 PM,2/16/21 6:44 PM,QUAIL RUN ENERGY PARTNERS LP (RE),ECTOR
PTLBES,PORT LAVACA BATT,BESS1,10,0,10,ESR,2/15/21 3:08 PM,2/17/21 12:00 PM,KEY CAPTURE ENERGY LLC 2 (RE),CALHOUN
,,,,,,,2/15/21 3:17 PM,2/16/21 9:05 AM,,
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT1,169,1,168,WIND,2/15/21 3:31 PM,2/16/21 3:50 AM,SAGE DRAW WIND LLC (RE),LYNN
SAGEDRAW,SAGE DRAW WIND PROJECT,UNIT2,169,1,168,WIND,2/15/21 3:31 PM,2/16/21 3:50 AM,SAGE DRAW WIND LLC (RE),LYNN
SJS,SAN JACINTO STEAM,SJS_G1,87,0,87,NG,2/15/21 3:41 PM,2/19/21 10:30 PM,NRG TEXAS POWER LLC (RE),HARRIS
QUEEN_SL,QUEEN SOLAR,SOLAR1,103,76,27,SOLAR,2/15/21 3:46 PM,2/16/21 12:12 PM,ROADRUNNER SOLAR PROJECT LLC (RE),UPTON
QUEEN_SL,QUEEN SOLAR,SOLAR4,108,53,55,SOLAR,2/15/21 3:46 PM,2/16/21 12:12 PM,ENEL GREEN POWER ROADRUNNER SOLAR PROJECT II LLC (RE),UPTON
NUECES_B,NUECES BAY,NUECESG7,325,260,65,NG,2/15/21 3:58 PM,2/16/21 2:08 AM,NUECES BAY LLC (RE),NUECES
NUECES_B,NUECES BAY,NUECESG8,165,135,30,NG,2/15/21 3:58 PM,2/16/21 2:08 AM,NUECES BAY LLC (RE),NUECES
NUECES_B,NUECES BAY,NUECESG9,165,135,30,NG,2/15/21 3:58 PM,2/16/21 2:08 AM,NUECES BAY LLC (RE),NUECES
GIDEON,SIM GIDEON,GIDEONG2,135,0,135,NG,2/15/21 4:00 PM,2/28/21 6:00 PM,LOWER COLORADO RIVER AUTHORITY (RE),BASTROP
PENA3,PENASCAL II WIND PROJECT,UNIT3,101,12,89,WIND,2/15/21 4:08 PM,2/16/21 8:39 AM,AVANGRID TEXAS RENEWABLES LLC C (RE),KENEDY
SJS,SAN JACINTO STEAM,SJS_G2,87,70,17,NG,2/15/21 4:13 PM,2/16/21 2:51 AM,NRG TEXAS POWER LLC (RE),HARRIS
MIL,MILLER,MILLERG2,120,45,75,NG,2/15/21 4:21 PM,2/16/21 12:19 PM,BRAZOS ELECTRIC POWER CO OP INC (RE),PALO PINTO
CHAMON,CHAMON POWER,CTG_0101,50,39,11,NG,2/15/21 4:30 PM,2/15/21 11:40 PM,CHAMON POWER LLC (RE),HARRIS
CHAMON,CHAMON POWER,CTG_0301,50,38,12,NG,2/15/21 4:30 PM,2/15/21 11:40 PM,CHAMON POWER LLC (RE),HARRIS
,,,,,,,2/15/21 4:46 PM,2/18/21 6:00 PM,,
,,,,,,,2/15/21 4:46 PM,2/18/21 6:00 PM,,
BOSQUESW,BOSQUE SWITCH,BSQSU_3,169,20,149,NG,2/15/21 4:53 PM,2/15/21 10:41 PM,CALPINE CORP (RE),BOSQUE
AMADEUS1,AMADEUS WIND 1,UNIT1,37,15,22,WIND,2/15/21 5:00 PM,2/19/21 11:24 AM,AMADEUS WIND LLC (RE),FISHER
AMADEUS1,AMADEUS WIND 1,UNIT2,36,0,36,WIND,2/15/21 5:00 PM,2/19/21 8:00 AM,AMADEUS WIND LLC (RE),FISHER
AMADEUS2,AMADEUS WIND 2,UNIT3,178,120,58,WIND,2/15/21 5:00 PM,2/19/21 11:24 AM,AMADEUS WIND LLC (RE),FISHER
VERAWIND,VERA WIND,UNIT1,12,1,11,WIND,2/15/21 5:00 PM,2/15/21 5:01 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT2,7,4,3,WIND,2/15/21 5:00 PM,2/15/21 5:01 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT3,101,92,9,WIND,2/15/21 5:00 PM,2/16/21 4:30 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT4,22,18,4,WIND,2/15/21 5:00 PM,2/15/21 5:01 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT5,101,88,13,WIND,2/15/21 5:00 PM,2/16/21 4:30 PM,EL CAMPO WIND LLC (RE),KNOX
GOPHER,GOPHER CREEK WIND FARM,UNIT1,82,5,77,WIND,2/15/21 5:01 PM,2/19/21 8:59 AM,FLUVANNA WIND ENERGY 2 LLC (RE),BORDEN
GOPHER,GOPHER CREEK WIND FARM,UNIT2,76,5,71,WIND,2/15/21 5:01 PM,2/19/21 8:59 AM,FLUVANNA WIND ENERGY 2 LLC (RE),BORDEN
VERAWIND,VERA WIND,UNIT1,12,10,2,WIND,2/15/21 5:01 PM,2/16/21 4:46 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT2,7,4,3,WIND,2/15/21 5:01 PM,2/16/21 4:46 PM,EL CAMPO WIND LLC (RE),KNOX
VERAWIND,VERA WIND,UNIT4,22,18,4,WIND,2/15/21 5:01 PM,2/16/21 4:46 PM,EL CAMPO WIND LLC (RE),KNOX
SANTACRU,SANTA CRUZ,UNIT1,151,12,139,WIND,2/15/21 5:30 PM,2/16/21 2:10 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
SANTACRU,SANTA CRUZ,UNIT2,98,37,61,WIND,2/15/21 5:30 PM,2/16/21 2:10 PM,CHAPMAN RANCH WIND I LLC (RE),NUECES
LEON_CRK,LEON CREEK,LCPCT1,46,40,6,NG,2/15/21 5:45 PM,2/15/21 9:11 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT2,46,40,6,NG,2/15/21 5:45 PM,2/15/21 9:11 PM,CPS ENERGY (RE),BEXAR
LEON_CRK,LEON CREEK,LCPCT3,46,40,6,NG,2/15/21 5:45 PM,2/15/21 9:11 PM,CPS ENERGY (RE),BEXAR
